id,code,type,name,amount,account_number
5192,0505,federal_account,"Refunds and Drawbacks, United States Customs Service (Indefinite), Treasury",6503646663.38,070-0505
5126,8104,federal_account,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",6414100000.0,069-8104
4660,0151,federal_account,"General Operating Expenses, Veterans Benefits Administration, Veterans Affairs",6403220633.63,036-0151
5546,1515,federal_account,"Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services",6207967072.4,075-1515
4853,8011,federal_account,"Railroad Retirement Account, Railroad Retirement Board",5737162404.18,060-8011
5438,0360,federal_account,"Primary Health Care, Health Resources and Services Administration, Health and Human Services",5713679563.61,075-0360
5928,3122,federal_account,"Construction, Corps of Engineers - Civil",5690620897.31,096-3122
4667,0167,federal_account,"Information Technology Systems, Departmental Administration, Veterans Affairs",5634510462.28,036-0167
4231,0535,federal_account,"Embassy Security, Construction, and Maintenance, State",5591986352.57,019-0535
4333,0913,federal_account,"Enforcement, Internal Revenue Service",5458927372.07,020-0913
4515,2070,federal_account,"Reserve Personnel, Army",5414509993.23,021-2070
4256,4519,federal_account,"Working Capital Fund, State",5387367722.16,019-4519
5929,3123,federal_account,"Operation and Maintenance, Corps of Engineers-Civil",5367190268.61,096-3123
5667,0162,federal_account,"Community Development Fund, Community Planning and Development, Housing and Urban Development",5336153016.44,086-0162
5261,4236,federal_account,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",5329602839.49,070-4236
4504,2032,federal_account,"Missile Procurement, Army",5327574755.48,021-2032
4334,0919,federal_account,"Operations Support, Internal Revenue Service, Treasury",5235213463.34,020-0919
4396,4159,federal_account,"United States Mint Public Enterprise Fund, Treasury",5206027713.24,020-4159
4805,3300,federal_account,"Military Construction, Air Force",5176214020.93,057-3300
4820,3850,federal_account,"National Guard Personnel, Air Force",5077379340.25,057-3850
4252,1143,federal_account,"Migration and Refugee Assistance, State",4992187101.06,019-1143
3685,1450,federal_account,"Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce",4940846471.18,013-1450
6361,0700,federal_account,"Shuttered Venue Operators, Small Business Administration",4879289768.74,073-0700
5518,0943,federal_account,"CDC-Wide Activities and Program Support, Centers for Disease Control and Prevention, Health and Human Services",4712943977.12,075-0943
4174,1612,federal_account,"National Sea-Based Deterrence Fund, Navy",4707717368.05,017-1612
4109,0179,federal_account,"State Unemployment Insurance and Employment Service Operations, Employment and Training Administration, Labor",4695541980.45,016-0179
4879,0250,federal_account,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",4675799067.0,068-0250
6377,1913,federal_account,"Emergency Connectivity Fund for Educational Connections and Devices, Federal Communications Commisison",4598872401.17,027-1913
5541,1501,federal_account,"Payments to States for Child Support Enforcement and Family Support Programs, Administration for Children and Families, Health and Human Services",4590397691.45,075-1501
5069,1775,federal_account,"National Network Grants to the National Railroad Passenger Corporation, Transportation",4576219460.35,069-1775
5268,5088,federal_account,"Immigration Examination Fees, Immigration Services, Homeland Security",4558402177.44,070-5088
5632,0122,federal_account,"Safety, Security and Mission Services, National Aeronautics and Space Administration",4387736911.39,080-0122
4312,0142,federal_account,"State Small Business Credit Initiative, Departmental Offices, Treasury",4369613257.83,020-0142
6360,1911,federal_account,"Affordable Connectivity Fund, Federal Communications Commission",4332306974.46,027-1911
3472,1115,federal_account,"Wildland Fire Management, Forest Service, Agriculture",4324953477.56,012-1115
5472,0843,federal_account,"National Institute on Aging, National Institutes of Health, Health and Human Services",4315198131.96,075-0843
4171,1507,federal_account,"Weapons Procurement, Navy",4258869827.22,017-1507
4505,2033,federal_account,"Procurement of Weapons and Tracked Combat Vehicles, Army",4258373443.67,021-2033
4581,8424,federal_account,"Employees' Life Insurance Fund, Office of Personnel Management",4206069628.37,024-8424
5627,0115,federal_account,"Space Operations, National Aeronautics and Space Administration",4158569807.81,080-0115
4576,5391,federal_account,"Postal Service Contributions for Retiree Health Benefits, Office of Personnel Management",4151084746.95,024-5391
4506,2034,federal_account,"Procurement of Ammunition, Army",4144117790.86,021-2034
5127,8106,federal_account,"Grants-In-Aid for Airports, Liquidation of Contract Authorization, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",4080120480.1,069-8106
3844,5003,federal_account,"Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior",3974420974.87,014-5003
5539,1364,federal_account,"Substance Abuse Treatment, Substance Abuse and Mental Health Administration, Health and Human Services",3960015072.54,075-1364
5485,0872,federal_account,"National Heart, Lung, and Blood Institute, National Institutes of Health, Health and Human Services",3921035360.67,075-0872
5186,0413,federal_account,"Federal Assistance, Federal Emergency Management Agency, Homeland Security",3908939905.53,070-0413
3460,1004,federal_account,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",3906191323.11,012-1004
5542,1502,federal_account,"Low Income Home Energy Assistance, Administration for Children and Families, Health and Human Services",3900327201.0,075-1502
4105,0174,federal_account,"Training and Employment Service, Employment and Training Administration, Labor",3855926929.09,016-0174
3681,1006,federal_account,"Salaries and Expenses, United States Patent and Trademark Office, Commerce",3809680771.37,013-1006
6304,3410,federal_account,"Operation and Maintenance, Space Force",3804639247.11,057-3410
4342,0932,federal_account,"Payment Where American Opportunity Credit Exceeds Liability for Tax - Recovery Act, Internal Revenue Service, Treasury",3797021492.55,020-0932
4814,3740,federal_account,"Operation and Maintenance, Air Force Reserve",3725893017.75,057-3740
5817,4045,federal_account,"Bonneville Power Administration Fund, Power Marketing Administration, Energy",3716370054.92,089-4045
5555,1550,federal_account,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services",3661282919.61,075-1550
6380,2815,federal_account,"Relief for Airports, Federal Aviation Administration, Transportation",3598739842.18,069-2815
4503,2031,federal_account,"Aircraft Procurement, Army",3597094487.68,021-2031
5892,0301,federal_account,"Rehabilitation Services, Education",3573749633.65,091-0301
4330,0904,federal_account,"Refunding Internal Revenue Collections, Interest (Indefinite), Treasury",3539916910.63,020-0904
3694,2050,federal_account,"Economic Development Assistance Programs, Economic Development Administration, Commerce",3507085257.92,013-2050
5341,1021,federal_account,"Development Assistance, Agency for International Development, Funds Appropriated to the President",3492543711.28,072-1021
4159,1109,federal_account,"Procurement, Marine Corps",3418332568.49,017-1109
5806,0321,federal_account,"Energy Efficiency and Renewable Energy, Energy Programs, Energy",3392046523.2,089-0321
4332,0912,federal_account,"Taxpayer Services, Internal Revenue Service, Treasury",3342409391.91,020-0912
3419,0115,federal_account,"Processing, Research and Marketing, Office of the Secretary, Agriculture",3321860029.6,012-0115
4025,0404,federal_account,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",3290103607.68,015-0404
4872,0108,federal_account,"Environmental Programs and Management, Environmental Protection Agency",3281512467.52,068-0108
5874,0201,federal_account,"Higher Education, Department of Education",3243341207.83,091-0201
6279,5713,federal_account,"Consular and Border Security Programs, Administration of Foreign Affairs, State",3232421054.54,019-5713
6355,0150,federal_account,"Emergency Rental Assistance, Departmental Offices, Treasury",3192135040.7,020-0150
6005,0819,federal_account,"Overseas Humanitarian, Disaster, and Civic AID, Defense",3187079075.32,097-0819
4516,2080,federal_account,"Operation and Maintenance, Army Reserve",3181067832.34,021-2080
5480,0851,federal_account,"National Institute of General Medical Sciences, National Institutes of Health, Health and Human Services",3121488692.64,075-0851
5789,0243,federal_account,"Other Defense Activities, Environmental and Other Defense Activities, Energy",3056692454.72,089-0243
4121,1521,federal_account,"Special Benefits, Office of Workers Compensation Program, Labor",3045744610.78,016-1521
5677,0192,federal_account,"Homeless Assistance Grants, Community Planning and Development, Housing and Urban Development",3037515410.03,086-0192
5128,8107,federal_account,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",3021806705.28,069-8107
5572,4554,federal_account,"Service and Supply Fund, National Institutes of Health, Health and Human Services",2973690362.4,075-4554
4162,1205,federal_account,"Military Construction, Navy and Marine Corps",2957592907.18,017-1205
6362,3022,federal_account,"Procurement, Space Force, Air Force",2850731707.79,057-3022
5229,0613,federal_account,"Procurement, Construction, and Improvements, Coast Guard, Homeland Security",2826568232.28,070-0613
3765,1036,federal_account,"Operation of the National Park System, National Park Service, Interior",2811812618.32,014-1036
5960,8863,federal_account,"Harbor Maintenance Trust Fund - Treasury Managed, Corps of Engineers - Civil",2807199124.8,096-8863
5475,0846,federal_account,"Office of the Director, National Institutes of Health, Health and Human Services",2752669998.15,075-0846
4341,0931,federal_account,"Payment Where Certain Tax Credits Exceeds Liability for Corporate Tax, Internal Revenue Service, Treasury",2736887463.41,020-0931
5176,0400,federal_account,"Operations and Support, United States Secret Service, Homeland Security",2662911494.75,070-0400
5492,0886,federal_account,"National Institute of Neurological Disorders and Stroke, National Institutes of Health, Health and Human Services",2655616931.35,075-0886
4495,1004,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Army",2622860000.0,021-1004
4042,1100,federal_account,"Salaries and Expenses, Drug Enforcement Administration, Justice",2616124973.6,015-1100
3752,0680,federal_account,"Water and Related Resources, Bureau of Reclamation, Interior",2605448303.21,014-0680
4899,8145,federal_account,"Hazardous Substance Superfund, Environmental Protection Agency",2586267090.38,068-8145
5415,0142,federal_account,"Aging and Disability Services Programs, Administration for Community Living, Health and Human Services",2586263900.65,075-0142
4011,0322,federal_account,"Salaries and Expenses, United States Attorneys, Justice",2562624846.93,015-0322
4801,3020,federal_account,"Missile Procurement, Air Force",2560940787.2,057-3020
4681,1123,federal_account,"Veterans Electronic Health Record, Departmental Administration, Veterans Affairs",2539491458.03,036-1123
5798,0309,federal_account,"Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy",2509484745.34,089-0309
5434,0356,federal_account,"Ryan White HIV/AIDS Program, Health Resources and Services Administration, Health and Human Services",2499241253.05,075-0356
5611,8393,federal_account,"Health Care Fraud and Abuse Control Account, Health and Human Services",2416297951.42,075-8393
3471,1106,federal_account,"National Forest System, Forest Service, Agriculture",2350298333.16,012-1106
5490,0884,federal_account,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Health and Human Services",2346636713.2,075-0884
4168,1405,federal_account,"Reserve Personnel, Navy",2340561765.37,017-1405
3523,2278,federal_account,"Food for Peace Title II Grants, Foreign Agricultural Service, Agriculture",2340372268.59,012-2278
5538,1363,federal_account,"Mental Health, Substance Abuse and Mental Health Services Administration, Health and Human Services",2329476139.81,075-1363
4812,3700,federal_account,"Reserve Personnel, Air Force",2310155357.66,057-3700
5498,0892,federal_account,"National Institute of Mental Health, National Institutes of Health, Health and Human Services",2256390482.0,075-0892
4345,0935,federal_account,"Build America Bond Payments - Recovery Act, Internal Revenue Service, Treasury",2251109542.8,020-0935
4039,1020,federal_account,"Federal Prisoner Detention, United States Marshals Service, Justice",2234477585.24,015-1020
5223,0566,federal_account,"Operations and Support, Cybersecurity and Infrastructure Security Agency, Homeland Security",2233123425.2,070-0566
4047,4526,federal_account,"Working Capital Fund, Justice",2145742689.02,015-4526
4677,1119,federal_account,"Veterans Housing Benefit Program Fund, Veterans Benefits Administration, Veterans Affairs",2134865403.62,036-1119
5894,0400,federal_account,"Career, Technical, and Adult Education, Education",2095686968.25,091-0400
3760,0804,federal_account,"Surveys, Investigations and Research, U.S. Geological Survey",2089650146.09,014-0804
3495,1600,federal_account,"Salaries and Expenses, Animal and Plant Health Inspection Service, Agriculture",2088561469.23,012-1600
5875,0202,federal_account,"Student and Administration, Education",2088076227.01,091-0202
5068,1774,federal_account,"Northeast Corridor Grants to the National Railroad Passenger Corporation, Transportation",2058224210.91,069-1774
4762,0100,federal_account,"Salaries and Expenses, Securities and Exchange Commission",2041732156.49,050-0100
4049,5041,federal_account,"Crime Victims Fund, Justice",2038419954.19,015-5041
4856,8118,federal_account,"National Railroad Retirement Investment Trust, Railroad Retirement Board",2032900239.43,060-8118
6383,1897,federal_account,"Local Assistance and Tribal Consistency Fund, Departmental Offices, Treasury",2000000000.0,020-1897
5804,0319,federal_account,"Nuclear Energy, Energy Programs, Energy",1994997604.24,089-0319
5225,0602,federal_account,"Retired Pay, Coast Guard, Homeland Security",1992974257.3,070-0602
3486,1400,federal_account,"Salaries and Expenses, Agricultural Research Service, Agricullture",1982610403.31,012-1400
6335,0500,federal_account,"Emergency EIDL Grants, Small Business Administration",1927427913.26,073-0500
4402,4521,federal_account,"Federal Financing Bank Revolving Fund, Treasury",1919752104.25,020-4521
3807,2100,federal_account,"Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior",1889554761.45,014-2100
4151,1000,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Navy",1884329000.0,017-1000
3791,1611,federal_account,"Resource Management, United States Fish and Wildlife Service, Interior",1882422295.89,014-1611
4110,0181,federal_account,"Office of Job Corps, Employment and Training Administration, Labor",1866291099.75,016-0181
4777,4596,federal_account,"Deposit Insurance Fund, Federal Deposit Insurance Corporation",1864918185.14,051-4596
5167,0112,federal_account,"Operations and Support, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",1853532510.54,070-0112
5801,0314,federal_account,"Naval Reactors, National Nuclear Security Administration, Energy",1839759533.28,089-0314
6368,1912,federal_account,"Secure and Trusted Communications Networks Reimbursement Program, Federal Communications Commission",1838990995.03,027-1912
4689,4537,federal_account,"Supply Fund, Veterans Affairs",1829079511.21,036-4537
5992,0500,federal_account,"Military Construction, Defense-Wide",1827105499.86,097-0500
4796,1007,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",1823940000.0,057-1007
4122,1523,federal_account,"Energy Employees Occupational Illness Compensation Fund, Labor",1821882306.94,016-1523
5334,1000,federal_account,"Operating Expenses of the United States Agency for International Development, Funds Appropriated to the President",1813751555.21,072-1000
5867,0102,federal_account,"Impact AID, Education",1795462440.62,091-0102
3842,4529,federal_account,"Interior Franchise Fund, Departmental Management",1767103220.57,014-4529
5473,0844,federal_account,"National Institute of Child Health and Human Development, National Institutes of Health, Health and Human Services",1738206675.03,075-0844
5499,0893,federal_account,"National Institute on Drug Abuse, National Institutes of Health, Health and Human Services",1714058930.35,075-0893
5207,0542,federal_account,"Federal Protective Service, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",1689515665.85,070-0542
6374,0560,federal_account,"Broadband Connectivity Fund, National Telecommunications and Information Administration, Commerce",1650605267.1,013-0560
3690,1460,federal_account,"Procurement, Acquisition and Construction, National Oceanic and Atmospheric Administration, Commerce",1646233819.0,013-1460
4013,0324,federal_account,"Salaries and Expenses, United States Marshals Service, Justice",1638321271.69,015-0324
4035,0700,federal_account,"Salaries and Expenses, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice",1612647813.76,015-0700
5550,1534,federal_account,"Social Services Block Grant, Administration for Children and Families, Health and Human Services",1605049886.48,075-1534
4690,4539,federal_account,"Franchise Fund, Veterans Affairs",1595496779.58,036-4539
4250,1126,federal_account,"Contributions to International Organizations, State",1585978994.98,019-1126
5329,0306,federal_account,"Assistance for Europe, Eurasia, and Central Asia, Funds Appropriated to the President, US Agency for International Development",1580044274.89,072-0306
5373,0100,federal_account,"Salaries and Expenses, Small Business Administration",1565633575.13,073-0100
5041,1134,federal_account,"Capital Investments Grants, Federal Transit Administration, Transportation",1544163044.66,069-1134
5432,0353,federal_account,"Health Workforce, Health Resources and Services Administration, Health and Human Services",1534406914.6,075-0353
3784,1125,federal_account,"Wildland Fire Management, Department-Wide Programs, Interior",1513289268.57,014-1125
