id,code,type,name,amount,account_number
4660,0151,federal_account,"General Operating Expenses, Veterans Benefits Administration, Veterans Affairs",2504449980.39,036-0151
3555,3510,federal_account,"Special Supplemental Nutrition Program for Women, Infants and Children (WIC), Food and Nutrition Service",2471441210.82,012-3510
5553,1545,federal_account,"Payments for Foster Care and Permanency, Administration for Children and Families, Health and Human Services",2469439764.53,075-1545
5212,0550,federal_account,"Operations and Support, Transportation Security Administration, Homeland Security",2458044118.05,070-0550
4007,0200,federal_account,"Salaries and Expenses, Federal Bureau of Investigation, Justice",2401168358.99,015-0200
4512,2060,federal_account,"National Guard Personnel, Army",2379205354.82,021-2060
4156,1106,federal_account,"Operation and Maintenance, Marine Corps",2369887456.43,017-1106
4513,2065,federal_account,"Operation and Maintenance, Army National Guard",2302871982.18,021-2065
5778,0222,federal_account,"Science, Energy Programs, Energy",2295315293.01,089-0222
4151,1000,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Navy",2175657000.0,017-1000
5551,1536,federal_account,"Children and Families Services Programs, Administration for Children and Families, Health and Human Services",2174113733.75,075-1536
4852,8010,federal_account,"Social Security Equivalent Benefit Account, Railroad Retirement Board",2154546174.72,060-8010
6360,1911,federal_account,"Affordable Connectivity Fund, Federal Communications Commission",2129390383.58,027-1911
5205,0540,federal_account,"Operations and Support, U.S. Immigration and Customs Enforcement, Homeland Security",2126318215.66,070-0540
3681,1006,federal_account,"Salaries and Expenses, United States Patent and Trademark Office, Commerce",2066981553.67,013-1006
4796,1007,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",2047980000.0,057-1007
5226,0610,federal_account,"Operations and Support, Coast Guard, Homeland Security",2005377070.6,070-0610
5696,0303,federal_account,"Project-Based Rental Assistance, Housing Programs, Housing and Urban Development",1966756518.6,086-0303
4818,3840,federal_account,"Operation and Maintenance, Air National Guard",1946515894.93,057-3840
5793,0251,federal_account,"Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy",1932942085.08,089-0251
4040,1060,federal_account,"Salaries and Expenses, Federal Prison System",1895743025.13,015-1060
4127,4204,federal_account,"Pension Benefit Guaranty Corporation Fund, Pension Benefit Guaranty Corporation, Labor",1881312402.14,016-4204
5928,3122,federal_account,"Construction, Corps of Engineers - Civil",1807363440.14,096-3122
4214,0113,federal_account,"Diplomatic and Consular Programs, State",1728338170.06,019-0113
5903,1000,federal_account,"School Improvement Programs,  Education",1695405602.15,091-1000
4507,2035,federal_account,"Other Procurement, Army",1694489067.38,021-2035
4105,0174,federal_account,"Training and Employment Service, Employment and Training Administration, Labor",1637967222.23,016-0174
5543,1503,federal_account,"Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services",1636017521.02,075-1503
3419,0115,federal_account,"Processing, Research and Marketing, Office of the Secretary, Agriculture",1623596912.96,012-0115
5634,0124,federal_account,"Exploration, National Aeronautics and Space Administration",1541290213.8,080-0124
5192,0505,federal_account,"Refunds and Drawbacks, United States Customs Service (Indefinite), Treasury",1531705298.3,070-0505
4869,0103,federal_account,"State and Tribal Assistance Grants, Environmental Protection Agency",1475982537.43,068-0103
5461,0600,federal_account,"Salaries and Expenses, Food and Drug Administration, Health and Human Services",1471928884.32,075-0600
4505,2033,federal_account,"Procurement of Weapons and Tracked Combat Vehicles, Army",1464949550.27,021-2033
4853,8011,federal_account,"Railroad Retirement Account, Railroad Retirement Board",1456183627.16,060-8011
4503,2031,federal_account,"Aircraft Procurement, Army",1433687986.59,021-2031
5413,0140,federal_account,"Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services",1431722448.58,075-0140
4333,0913,federal_account,"Enforcement, Internal Revenue Service",1382953632.65,020-0913
4820,3850,federal_account,"National Guard Personnel, Air Force",1373848520.77,057-3850
5630,0120,federal_account,"Science, National Aeronautics and Space Administration",1371209498.53,080-0120
6432,0562,federal_account,"Broadband Equity, Access, and Deployment Program, National Telecommunications and Information Administration,Commerce",1365111219.81,013-0562
5983,0300,federal_account,"Procurement, Defense-Wide",1349985589.67,097-0300
5268,5088,federal_account,"Immigration Examination Fees, Immigration Services, Homeland Security",1326088536.92,070-5088
4515,2070,federal_account,"Reserve Personnel, Army",1314883288.81,021-2070
4334,0919,federal_account,"Operations Support, Internal Revenue Service, Treasury",1295293815.69,020-0919
5541,1501,federal_account,"Payments to States for Child Support Enforcement and Family Support Programs, Administration for Children and Families, Health and Human Services",1292946959.88,075-1501
5817,4045,federal_account,"Bonneville Power Administration Fund, Power Marketing Administration, Energy",1291506749.44,089-4045
5555,1550,federal_account,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services",1272929422.72,075-1550
5583,5733,federal_account,"Risk Adjustment Program Payments, Centers for Medicare and Medicaid Services, Health and Human Services",1259347021.96,075-5733
5892,0301,federal_account,"Rehabilitation Services, Education",1243557460.0,091-0301
3844,5003,federal_account,"Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior",1173981909.66,014-5003
4330,0904,federal_account,"Refunding Internal Revenue Collections, Interest (Indefinite), Treasury",1143797998.15,020-0904
4667,0167,federal_account,"Information Technology Systems, Departmental Administration, Veterans Affairs",1123517616.82,036-0167
4576,5391,federal_account,"Postal Service Contributions for Retiree Health Benefits, Office of Personnel Management",1103447875.39,024-5391
4152,1001,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",1102941000.0,017-1001
6304,3410,federal_account,"Operation and Maintenance, Space Force",1095889385.76,057-3410
4958,0548,federal_account,"Highway Infrastructure Programs, Federal Highway Administration, Transportation",1088966703.91,069-0548
4047,4526,federal_account,"Working Capital Fund, Justice",1085857616.03,015-4526
6364,0481,federal_account,"Public Housing Fund, Public and Indian Housing, Housing and Urban Development",1074291778.52,086-0481
4256,4519,federal_account,"Working Capital Fund, State",1059431446.64,019-4519
5806,0321,federal_account,"Energy Efficiency and Renewable Energy, Energy Programs, Energy",1019690757.92,089-0321
5349,1037,federal_account,"Economic Support Fund, Funds Appropriated to the President",1003269247.29,072-1037
4171,1507,federal_account,"Weapons Procurement, Navy",1000631249.25,017-1507
4814,3740,federal_account,"Operation and Maintenance, Air Force Reserve",983054090.44,057-3740
5632,0122,federal_account,"Safety, Security and Mission Services, National Aeronautics and Space Administration",981370685.17,080-0122
3472,1115,federal_account,"Wildland Fire Management, Forest Service, Agriculture",977198250.82,012-1115
4497,1006,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",943772000.0,021-1006
5931,3125,federal_account,"Flood Control and Coastal Emergencies, Corps of Engineers, Civil",943251713.84,096-3125
4581,8424,federal_account,"Employees' Life Insurance Fund, Office of Personnel Management",940247869.9,024-8424
5491,0885,federal_account,"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Health and Human Services",930641262.88,075-0885
5929,3123,federal_account,"Operation and Maintenance, Corps of Engineers-Civil",926631141.94,096-3123
5444,0391,federal_account,"Indian Health Facilities, Indian Health Service, Health and Human Services",925966785.05,075-0391
4332,0912,federal_account,"Taxpayer Services, Internal Revenue Service, Treasury",915939493.3,020-0912
5438,0360,federal_account,"Primary Health Care, Health Resources and Services Administration, Health and Human Services",910523272.21,075-0360
4121,1521,federal_account,"Special Benefits, Office of Workers Compensation Program, Labor",894245200.4,016-1521
4240,1031,federal_account,"Global Health Programs, State",886131658.3,019-1031
5627,0115,federal_account,"Space Operations, National Aeronautics and Space Administration",877013875.04,080-0115
4109,0179,federal_account,"State Unemployment Insurance and Employment Service Operations, Employment and Training Administration, Labor",875875177.65,016-0179
5449,0511,federal_account,"Program Management, Centers for Medicare and Medicaid Services, Health and Human Services",869512967.78,075-0511
4510,2050,federal_account,"Military Construction, Army",846514303.08,021-2050
4396,4159,federal_account,"United States Mint Public Enterprise Fund, Treasury",838648406.86,020-4159
5867,0102,federal_account,"Impact AID, Education",826507600.0,091-0102
5611,8393,federal_account,"Health Care Fraud and Abuse Control Account, Health and Human Services",825635394.84,075-8393
5478,0849,federal_account,"National Cancer Institute, National Institutes of Health, Health and Human Services",825599926.69,075-0849
6362,3022,federal_account,"Procurement, Space Force, Air Force",785689740.19,057-3022
6279,5713,federal_account,"Consular and Border Security Programs, Administration of Foreign Affairs, State",774397676.51,019-5713
4690,4539,federal_account,"Franchise Fund, Veterans Affairs",772556256.0,036-4539
5894,0400,federal_account,"Career, Technical, and Adult Education, Education",770133868.46,091-0400
4006,0139,federal_account,"Victims Compensation Fund, General Legal Activities, Justice",770050228.02,015-0139
4331,0906,federal_account,"Payment Where Earned Income Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury",765208524.51,020-0906
4516,2080,federal_account,"Operation and Maintenance, Army Reserve",758696498.51,021-2080
4159,1109,federal_account,"Procurement, Marine Corps",728640962.99,017-1109
5798,0309,federal_account,"Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy",704963280.83,089-0309
5428,0344,federal_account,"Contract Support Costs, Indian Health Service, Health and Human Services",697220270.71,075-0344
4872,0108,federal_account,"Environmental Programs and Management, Environmental Protection Agency",697136554.16,068-0108
5782,0233,federal_account,"SPR Petroleum Account, Energy Programs, Energy",696346210.0,089-0233
5176,0400,federal_account,"Operations and Support, United States Secret Service, Homeland Security",689975812.24,070-0400
5415,0142,federal_account,"Aging and Disability Services Programs, Administration for Community Living, Health and Human Services",667183153.46,075-0142
4252,1143,federal_account,"Migration and Refugee Assistance, State",662742926.14,019-1143
4122,1523,federal_account,"Energy Employees Occupational Illness Compensation Fund, Labor",639032049.33,016-1523
4011,0322,federal_account,"Salaries and Expenses, United States Attorneys, Justice",637629881.89,015-0322
3807,2100,federal_account,"Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior",631531611.97,014-2100
3477,1140,federal_account,"Agricultural Credit Insurance Fund Program Account,  Farm Service Agency, Agriculture",628624120.72,012-1140
4749,0100,federal_account,"Research and Related Activities, National Science Foundation",627210077.68,049-0100
5128,8107,federal_account,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",624311389.25,069-8107
4805,3300,federal_account,"Military Construction, Air Force",619967948.51,057-3300
3765,1036,federal_account,"Operation of the National Park System, National Park Service, Interior",608892498.61,014-1036
5801,0314,federal_account,"Naval Reactors, National Nuclear Security Administration, Energy",603075350.31,089-0314
4689,4537,federal_account,"Supply Fund, Veterans Affairs",596726699.65,036-4537
5875,0202,federal_account,"Student and Administration, Education",594724094.3,091-0202
4039,1020,federal_account,"Federal Prisoner Detention, United States Marshals Service, Justice",592426178.86,015-1020
4168,1405,federal_account,"Reserve Personnel, Navy",576854812.23,017-1405
5041,1134,federal_account,"Capital Investments Grants, Federal Transit Administration, Transportation",563391503.0,069-1134
4042,1100,federal_account,"Salaries and Expenses, Drug Enforcement Administration, Justice",551993921.65,015-1100
5876,0203,federal_account,"Safe Schools and Citizenship Education,  Education",548572016.39,091-0203
3523,2278,federal_account,"Food for Peace Title II Grants, Foreign Agricultural Service, Agriculture",548193743.76,012-2278
4812,3700,federal_account,"Reserve Personnel, Air Force",541200714.44,057-3700
3471,1106,federal_account,"National Forest System, Forest Service, Agriculture",540993386.65,012-1106
4336,0922,federal_account,"Payment Where Child Tax Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury",540865691.36,020-0922
4801,3020,federal_account,"Missile Procurement, Air Force",528985163.4,057-3020
4314,0151,federal_account,"Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury",525000000.0,020-0151
4345,0935,federal_account,"Build America Bond Payments - Recovery Act, Internal Revenue Service, Treasury",516625836.2,020-0935
5348,1035,federal_account,"International Disaster Assistance, Funds Appropriated to the President, US Agency for International Development",514543029.17,072-1035
4496,1005,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",510346000.0,021-1005
4162,1205,federal_account,"Military Construction, Navy and Marine Corps",506808245.72,017-1205
5485,0872,federal_account,"National Heart, Lung, and Blood Institute, National Institutes of Health, Health and Human Services",503659761.62,075-0872
5207,0542,federal_account,"Federal Protective Service, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",503651979.94,070-0542
4050,5042,federal_account,"Assets Forfeiture Fund, Justice",501751938.74,015-5042
3842,4529,federal_account,"Interior Franchise Fund, Departmental Management",491533362.07,014-4529
5804,0319,federal_account,"Nuclear Energy, Energy Programs, Energy",490099014.86,089-0319
6294,4932,federal_account,"Defense Counterintelligence and Security Agency Working Capital Fund, Defense",463552953.4,097-4932
5771,0213,federal_account,"Fossil Energy and Carbon Management, Energy Programs, Energy",457601781.91,089-0213
4250,1126,federal_account,"Contributions to International Organizations, State",455276154.7,019-1126
4172,1508,federal_account,"Procurement of Ammunition, Navy and Marine Corps",446056347.48,017-1508
3436,0137,federal_account,"Rental Assistance Program, Rural Housing Service, Agriculture",444849541.0,012-0137
4879,0250,federal_account,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",438042050.0,068-0250
4762,0100,federal_account,"Salaries and Expenses, Securities and Exchange Commission",435850866.58,050-0100
3495,1600,federal_account,"Salaries and Expenses, Animal and Plant Health Inspection Service, Agriculture",433867082.09,012-1600
4013,0324,federal_account,"Salaries and Expenses, United States Marshals Service, Justice",432188935.43,015-0324
5992,0500,federal_account,"Military Construction, Defense-Wide",431152014.58,097-0500
5140,8350,federal_account,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",411093099.69,069-8350
3760,0804,federal_account,"Surveys, Investigations and Research, U.S. Geological Survey",410334798.07,014-0804
4899,8145,federal_account,"Hazardous Substance Superfund, Environmental Protection Agency",407283701.11,068-8145
5420,0147,federal_account,"Payment to the NIH Innovation Account, CURES Act, National Institutes of Health, Health and Human Services",407000000.0,075-0147
3791,1611,federal_account,"Resource Management, United States Fish and Wildlife Service, Interior",406645502.55,014-1611
5518,0943,federal_account,"CDC-Wide Activities and Program Support, Centers for Disease Control and Prevention, Health and Human Services",406190039.88,075-0943
6479,1126,federal_account,"Cost of War Toxic Exposures Fund, Departmental Administration, Veterans Affairs",401634949.25,036-1126
5550,1534,federal_account,"Social Services Block Grant, Administration for Children and Families, Health and Human Services",400775000.0,075-1534
3752,0680,federal_account,"Water and Related Resources, Bureau of Reclamation, Interior",395245824.35,014-0680
5186,0413,federal_account,"Federal Assistance, Federal Emergency Management Agency, Homeland Security",394493388.63,070-0413
3998,0128,federal_account,"Salaries and Expenses, General Legal Activities, Justice",393919345.13,015-0128
4504,2032,federal_account,"Missile Procurement, Army",391000070.92,021-2032
5492,0886,federal_account,"National Institute of Neurological Disorders and Stroke, National Institutes of Health, Health and Human Services",378681432.13,075-0886
4479,8413,federal_account,"Assessment Funds, Office of the Comptroller of the Currency, Treasury",375329841.76,020-8413
5572,4554,federal_account,"Service and Supply Fund, National Institutes of Health, Health and Human Services",375085476.3,075-4554
4798,1009,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force",371867000.0,057-1009
3457,1000,federal_account,"Conservation Operations, Natural Resources Conservation Service, Agriculture",368421424.16,012-1000
3460,1004,federal_account,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",360770570.22,012-1004
3560,3700,federal_account,"Food Safety and Inspection Service, Agriculture",344099184.59,012-3700
6273,8299,federal_account,Patient-Centered Outcomes Research Trust Fund,342966423.33,579-8299
4366,1740,federal_account,"Judgements, Court of Claims (Indefinite), Bureau of the Fiscal Service, Treasury",333160878.49,020-1740
4375,1802,federal_account,"Financial Agent Services, Bureau of the Fiscal Service, Treasury",332680738.93,020-1802
4506,2034,federal_account,"Procurement of Ammunition, Army",329145010.78,021-2034
4110,0181,federal_account,"Office of Job Corps, Employment and Training Administration, Labor",325487952.33,016-0181
4035,0700,federal_account,"Salaries and Expenses, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice",323011649.97,015-0700
4480,8524,federal_account,"Capital Magnet Fund, Community Development Financial Institutions, Departmental Offices, Treasury",321912837.31,020-8524
6272,1299,federal_account,Payments to the Patient-Centered Outcomes Research Trust Fund,320000000.0,579-1299
3527,2500,federal_account,"Marketing Services, Agricultural Marketing Service, Agriculture",318148178.69,012-2500
6497,3510,federal_account,"Military Personnel, Space Force, Air Force",317156083.79,057-3510
3589,5209,federal_account,"Funds for Strengthening Markets, Income, and Supply (Section 32), Agriculture",315515309.12,012-5209
5677,0192,federal_account,"Homeless Assistance Grants, Community Planning and Development, Housing and Urban Development",315392973.0,086-0192
4231,0535,federal_account,"Embassy Security, Construction, and Maintenance, State",309136168.1,019-0535
5707,0320,federal_account,"Housing for the Elderly, Housing Programs, Housing and Urban Development",307486017.41,086-0320
5334,1000,federal_account,"Operating Expenses of the United States Agency for International Development, Funds Appropriated to the President",307149817.66,072-1000
3452,0600,federal_account,"Salaries and Expenses, Farm Service Agency, Agriculture",306949958.28,012-0600
5373,0100,federal_account,"Salaries and Expenses, Small Business Administration",304554637.66,073-0100
4177,1806,federal_account,"Operation and Maintenance, Navy Reserve",301949635.51,017-1806
6292,5700,federal_account,"Telecommunications Relay Services Fund, Federal Communications Commission",300979897.88,027-5700
3486,1400,federal_account,"Salaries and Expenses, Agricultural Research Service, Agricullture",300657364.48,012-1400
3470,1105,federal_account,"State and Private Forestry, Forest Service, Agriculture",296986917.69,012-1105
4283,8186,federal_account,"Foreign Service Retirement and Disability Fund, State",296890855.1,019-8186
5674,0186,federal_account,"Guarantees of Mortgage-Backed Securities Loan Guarantees, Program Account, Government National Mortgage Association, Housing and Urban Development",291279854.34,086-0186
4025,0404,federal_account,"State and Local Law Enforcement Assistance, Office of Justice Programs, Justice",288711477.65,015-0404
5472,0843,federal_account,"National Institute on Aging, National Institutes of Health, Health and Human Services",288147107.75,075-0843
3773,1109,federal_account,"Management of Lands and Resources, Bureau of Land Management, Interior",284652405.39,014-1109
5877,0204,federal_account,"Innovation and Improvement, Education",282000999.06,091-0204
5960,8863,federal_account,"Harbor Maintenance Trust Fund - Treasury Managed, Corps of Engineers - Civil",277589256.77,096-8863
6305,0479,federal_account,"Program Offices, Management and Administration, Housing and Urban Development",277139167.56,086-0479
4658,0142,federal_account,"General Administration, Departmental Administration, Veterans Affairs",276422022.13,036-0142
5570,4552,federal_account,"HHS Service and Supply Fund, Program Support Center, Health and Human Services",274544607.97,075-4552
6308,2106,federal_account,"Operation of Indian Education Programs, Bureau of Indian Education, Interior",271487811.29,014-2106
5223,0566,federal_account,"Operations and Support, Cybersecurity and Infrastructure Security Agency, Homeland Security",270187103.09,070-0566
4401,4502,federal_account,"Bureau of Engraving and Printing Fund, Treasury",269924027.08,020-4502
5225,0602,federal_account,"Retired Pay, Coast Guard, Homeland Security",268308316.59,070-0602
5232,0616,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, United States Coast Guard, Homeland Security",265320552.0,070-0616
5498,0892,federal_account,"National Institute of Mental Health, National Institutes of Health, Health and Human Services",264027121.51,075-0892
5167,0112,federal_account,"Operations and Support, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",259748310.34,070-0112
3577,4609,federal_account,"Working Capital Fund, Agriculture",255045106.99,012-4609
5789,0243,federal_account,"Other Defense Activities, Environmental and Other Defense Activities, Energy",251947531.02,089-0243
4403,4560,federal_account,"Treasury Franchise Fund, Treasury",250630578.72,020-4560
4412,5511,federal_account,"District of Columbia Federal Pension Fund, Treasury",247530368.06,020-5511
4484,8625,federal_account,"Gulf Coast Restoration Trust Fund, Bureau of the Fiscal Service, Treasury",247192865.99,020-8625
4384,1851,federal_account,"Payment to the Resolution Funding Corporation, Bureau of the Fiscal Service, Treasury",244110380.02,020-1851
3784,1125,federal_account,"Wildland Fire Management, Department-Wide Programs, Interior",243122439.95,014-1125
5832,5231,federal_account,"Uranium Enrichment Decontamination and Decommissioning Fund, Energy Programs, Energy",242800716.5,089-5231
5490,0884,federal_account,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Health and Human Services",240378747.37,075-0884
5986,0390,federal_account,"Chemical Agents and Munitions Destruction, Defense",238196878.47,097-0390
6347,1122,federal_account,"Forest Service Operations, Forest Service, Agriculture",237674236.89,012-1122
5347,1033,federal_account,"HIV/AIDS Working Capital Fund, Agency for International Development",236337872.67,072-1033
