id,code,type,name,amount,account_number
5237,0702,federal_account,"Disaster Relief Fund, Federal Emergency Management Agency, Homeland Security",22611406064.08,070-0702
5974,0130,federal_account,"Defense Health Program, Defense",21555827906.91,097-0130
4336,0922,federal_account,"Payment Where Child Tax Credit Exceeds Liability for Tax, Internal Revenue Service, Treasury",20988075637.72,020-0922
4595,5183,federal_account,"Universal Service Fund, Federal Communications Commission",20498852077.87,027-5183
4141,8042,federal_account,"Unemployment Trust Fund - Treasury Managed, Labor",20036234448.46,016-8042
5964,0041,federal_account,"Concurrent Receipt Accrual Payments to the Military Retirement Fund, Defense",19874141000.0,097-0041
5452,0515,federal_account,"State Children's Health Insurance Fund, Centers for Medicare and Medicaid Services, Health and Human Services",19746893314.8,075-0515
4169,1453,federal_account,"Military Personnel, Navy",18727892317.49,017-1453
4809,3500,federal_account,"Military Personnel, Air Force",17922833790.17,057-3500
3556,3539,federal_account,"Child Nutrition Programs, Food and Nutrition Service",17719707606.49,012-3539
5988,0400,federal_account,"Research, Development, Test, and Evaluation, Defense-Wide",15810835115.91,097-0400
4804,3080,federal_account,"Other Procurement, Air Force",15751400262.11,057-3080
5695,0302,federal_account,"Tenant-Based Rental Assistance, Public and Indian Housing, Housing and Urban Development",15663897585.0,086-0302
3564,4085,federal_account,"Federal Crop Insurance Corporation Fund, Risk Management Agency, Agriculture",15213668218.13,012-4085
4657,0140,federal_account,"Medical Community Care, Veterans Health Administration, Veterans Affairs",14545196595.25,036-0140
4166,1319,federal_account,"Research, Development, Test, and Evaluation, Navy",13566696026.21,017-1319
4730,4534,federal_account,"Acquisition Services Fund, General Services Administration",12273634932.52,047-4534
5122,8083,federal_account,"Federal-Aid Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation",12105398233.4,069-8083
5126,8104,federal_account,"Operations, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",12093150000.0,069-8104
5901,0900,federal_account,"Education for the Disadvantaged, Education",10772460970.01,091-0900
5787,0240,federal_account,"Weapons Activities, National Nuclear Security Administration, Energy",10528874258.98,089-0240
4508,2040,federal_account,"Research, Development, Test, and Evaluation, Army",9787391247.04,021-2040
4799,3010,federal_account,"Aircraft Procurement, Air Force",9651193021.74,057-3010
6011,0850,federal_account,Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund,9584000000.0,097-0850
5891,0300,federal_account,"Special Education, Education",9284009039.21,091-0300
5198,0530,federal_account,"Operations and Support, U.S. Customs and Border Protection, Homeland Security",9108672093.93,070-0530
5556,1552,federal_account,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",8505923536.46,075-1552
4173,1611,federal_account,"Shipbuilding and Conversion, Navy",8400263332.52,017-1611
5460,0585,federal_account,"Taxation on OASDI Benefits, HI, Centers for Medicare and Medicaid Services, Health and Human Services",8159000000.0,075-0585
4656,0137,federal_account,"Readjustment Benefits, Veterans Benefits Administration, Veterans Affairs",7930108097.59,036-0137
4155,1105,federal_account,"Military Personnel, Marine Corps",7596891199.29,017-1105
4570,0206,federal_account,"Government Payment for Annuitants, Employees' Health Benefits, Office of Personnel Management",7482350501.73,024-0206
3573,4336,federal_account,"Commodity Credit Corporation Fund, Agriculture",7281616143.15,012-4336
4618,8704,federal_account,"Salaries and Expenses, Social Security Administration",6842361832.27,028-8704
6363,3620,federal_account,"Research, Development, Test, and Evaluation, Space Force, Air Force",6743949631.43,057-3620
6029,5472,federal_account,"Department of Defense, Medicare-Eligible Retiree Health Care Fund",6232982948.16,097-5472
4179,1810,federal_account,"Other Procurement, Navy",6211711046.08,017-1810
5696,0303,federal_account,"Project-Based Rental Assistance, Housing Programs, Housing and Urban Development",6096837022.5,086-0303
4170,1506,federal_account,"Aircraft Procurement, Navy",6036254648.41,017-1506
4389,1880,federal_account,"Credit Reform:  Interest Paid on Uninvested Funds (Indefinite),  Bureau of the Fiscal Service, Treasury",5937737122.68,020-1880
5046,1301,federal_account,"Operations, Federal Aviation Administration, Transportation",5919362899.43,069-1301
5944,4902,federal_account,"Revolving Fund, Corps of Engineers, Civil",5814583443.77,096-4902
4732,4542,federal_account,"Federal Buildings Fund, General Services Administration",5603338966.17,047-4542
4174,1612,federal_account,"National Sea-Based Deterrence Fund, Navy",5459476400.34,017-1612
4661,0152,federal_account,"Medical Support and Compliance, Veterans Health Administration, Veterans Affairs",5365803326.96,036-0152
5887,0243,federal_account,"Federal Direct Student Loan Program, Education",5291582009.0,091-0243
5443,0390,federal_account,"Indian Health Services, Indian Health Service, Health and Human Services",5252173756.02,075-0390
5553,1545,federal_account,"Payments for Foster Care and Permanency, Administration for Children and Families, Health and Human Services",5139994500.2,075-1545
4512,2060,federal_account,"National Guard Personnel, Army",5130959519.28,021-2060
4007,0200,federal_account,"Salaries and Expenses, Federal Bureau of Investigation, Justice",4860499201.87,015-0200
4665,0162,federal_account,"Expenses, Medical Facilities, Veterans Health Administration, Veterans Affairs",4668588440.23,036-0162
4156,1106,federal_account,"Operation and Maintenance, Marine Corps",4607743612.23,017-1106
5212,0550,federal_account,"Operations and Support, Transportation Security Administration, Homeland Security",4593665935.78,070-0550
5413,0140,federal_account,"Public Health and Social Services Emergency Fund, Office of the Secretary, Health and Human Services",4563155661.35,075-0140
5551,1536,federal_account,"Children and Families Services Programs, Administration for Children and Families, Health and Human Services",4524124381.63,075-1536
6360,1911,federal_account,"Affordable Connectivity Fund, Federal Communications Commission",4478262667.92,027-1911
3555,3510,federal_account,"Special Supplemental Nutrition Program for Women, Infants and Children (WIC), Food and Nutrition Service",4452186289.21,012-3510
4513,2065,federal_account,"Operation and Maintenance, Army National Guard",4380791579.31,021-2065
4852,8010,federal_account,"Social Security Equivalent Benefit Account, Railroad Retirement Board",4354653196.43,060-8010
6479,1126,federal_account,"Cost of War Toxic Exposures Fund, Departmental Administration, Veterans Affairs",4341439561.19,036-1126
4660,0151,federal_account,"General Operating Expenses, Veterans Benefits Administration, Veterans Affairs",4287449309.5,036-0151
5226,0610,federal_account,"Operations and Support, Coast Guard, Homeland Security",4237305417.08,070-0610
4240,1031,federal_account,"Global Health Programs, State",4235250859.07,019-1031
5667,0162,federal_account,"Community Development Fund, Community Planning and Development, Housing and Urban Development",4173878039.0,086-0162
4040,1060,federal_account,"Salaries and Expenses, Federal Prison System",4147671078.71,015-1060
5205,0540,federal_account,"Operations and Support, U.S. Immigration and Customs Enforcement, Homeland Security",4133146772.52,070-0540
4127,4204,federal_account,"Pension Benefit Guaranty Corporation Fund, Pension Benefit Guaranty Corporation, Labor",3968486468.46,016-4204
5543,1503,federal_account,"Refugee and Entrant Assistance, Administration for Children and Families, Health and Human Services",3940145998.55,075-1503
5546,1515,federal_account,"Payment to States for the Child Care and Development Block Grant, Administration for Children and Families, Health and Human Services",3785179450.13,075-1515
4818,3840,federal_account,"Operation and Maintenance, Air National Guard",3737976329.92,057-3840
5778,0222,federal_account,"Science, Energy Programs, Energy",3728978993.58,089-0222
4214,0113,federal_account,"Diplomatic and Consular Programs, State",3695771895.49,019-0113
5542,1502,federal_account,"Low Income Home Energy Assistance, Administration for Children and Families, Health and Human Services",3693497730.97,075-1502
5873,0200,federal_account,"Student Financial Assistance, Education",3628091742.7,091-0200
5069,1775,federal_account,"National Network Grants to the National Railroad Passenger Corporation, Transportation",3499223586.4,069-1775
5793,0251,federal_account,"Defense Environmental Cleanup, Environmental and Other Defense Activities, Energy",3417061082.17,089-0251
4507,2035,federal_account,"Other Procurement, Army",3369127716.15,021-2035
5192,0505,federal_account,"Refunds and Drawbacks, United States Customs Service (Indefinite), Treasury",3173989307.79,070-0505
4398,4444,federal_account,"Exchange Stabilization Fund, Office of the Secretary, Treasury",3108473786.0,020-4444
5960,8863,federal_account,"Harbor Maintenance Trust Fund - Treasury Managed, Corps of Engineers - Civil",3048589256.77,096-8863
5461,0600,federal_account,"Salaries and Expenses, Food and Drug Administration, Health and Human Services",3012208612.61,075-0600
5634,0124,federal_account,"Exploration, National Aeronautics and Space Administration",2974483020.67,080-0124
4853,8011,federal_account,"Railroad Retirement Account, Railroad Retirement Board",2937551017.66,060-8011
4505,2033,federal_account,"Procurement of Weapons and Tracked Combat Vehicles, Army",2926505497.49,021-2033
4869,0103,federal_account,"State and Tribal Assistance Grants, Environmental Protection Agency",2922934330.45,068-0103
4333,0913,federal_account,"Enforcement, Internal Revenue Service",2882381458.42,020-0913
5630,0120,federal_account,"Science, National Aeronautics and Space Administration",2873029170.2,080-0120
4495,1004,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Army",2846715000.0,021-1004
4958,0548,federal_account,"Highway Infrastructure Programs, Federal Highway Administration, Transportation",2738127050.07,069-0548
5928,3122,federal_account,"Construction, Corps of Engineers - Civil",2676724330.9,096-3122
5983,0300,federal_account,"Procurement, Defense-Wide",2670139790.59,097-0300
4515,2070,federal_account,"Reserve Personnel, Army",2669535411.32,021-2070
4330,0904,federal_account,"Refunding Internal Revenue Collections, Interest (Indefinite), Treasury",2665753416.86,020-0904
5268,5088,federal_account,"Immigration Examination Fees, Immigration Services, Homeland Security",2661315035.28,070-5088
4334,0919,federal_account,"Operations Support, Internal Revenue Service, Treasury",2592735382.95,020-0919
6364,0481,federal_account,"Public Housing Fund, Public and Indian Housing, Housing and Urban Development",2574245350.78,086-0481
5555,1550,federal_account,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services",2479629893.14,075-1550
4256,4519,federal_account,"Working Capital Fund, State",2463296263.12,019-4519
5491,0885,federal_account,"National Institute of Allergy and Infectious Diseases, National Institutes of Health, Health and Human Services",2436695138.29,075-0885
4820,3850,federal_account,"National Guard Personnel, Air Force",2429412804.67,057-3850
3419,0115,federal_account,"Processing, Research and Marketing, Office of the Secretary, Agriculture",2389761928.22,012-0115
4667,0167,federal_account,"Information Technology Systems, Departmental Administration, Veterans Affairs",2368573313.02,036-0167
5541,1501,federal_account,"Payments to States for Child Support Enforcement and Family Support Programs, Administration for Children and Families, Health and Human Services",2289890028.84,075-1501
5478,0849,federal_account,"National Cancer Institute, National Institutes of Health, Health and Human Services",2250055735.3,075-0849
4576,5391,federal_account,"Postal Service Contributions for Retiree Health Benefits, Office of Personnel Management",2249594226.49,024-5391
5449,0511,federal_account,"Program Management, Centers for Medicare and Medicaid Services, Health and Human Services",2209127777.6,075-0511
5438,0360,federal_account,"Primary Health Care, Health Resources and Services Administration, Health and Human Services",2189355119.37,075-0360
4151,1000,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Navy",2175657000.0,017-1000
4162,1205,federal_account,"Military Construction, Navy and Marine Corps",2136623241.04,017-1205
3681,1006,federal_account,"Salaries and Expenses, United States Patent and Trademark Office, Commerce",2127947595.58,013-1006
5782,0233,federal_account,"SPR Petroleum Account, Energy Programs, Energy",2114191063.91,089-0233
4401,4502,federal_account,"Bureau of Engraving and Printing Fund, Treasury",2108052301.24,020-4502
4503,2031,federal_account,"Aircraft Procurement, Army",2089459062.42,021-2031
3844,5003,federal_account,"Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior",2077547745.25,014-5003
4796,1007,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Air Force",2047980000.0,057-1007
5140,8350,federal_account,"Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation",2043685955.43,069-8350
5632,0122,federal_account,"Safety, Security and Mission Services, National Aeronautics and Space Administration",2022096703.13,080-0122
4805,3300,federal_account,"Military Construction, Air Force",2015935066.42,057-3300
4581,8424,federal_account,"Employees' Life Insurance Fund, Office of Personnel Management",2012148221.94,024-8424
5804,0319,federal_account,"Nuclear Energy, Energy Programs, Energy",2005337268.02,089-0319
6279,5713,federal_account,"Consular and Border Security Programs, Administration of Foreign Affairs, State",1973689436.15,019-5713
5929,3123,federal_account,"Operation and Maintenance, Corps of Engineers-Civil",1971187389.06,096-3123
5806,0321,federal_account,"Energy Efficiency and Renewable Energy, Energy Programs, Energy",1938567119.0,089-0321
4332,0912,federal_account,"Taxpayer Services, Internal Revenue Service, Treasury",1930098588.15,020-0912
4510,2050,federal_account,"Military Construction, Army",1871465090.36,021-2050
4506,2034,federal_account,"Procurement of Ammunition, Army",1857547596.65,021-2034
4814,3740,federal_account,"Operation and Maintenance, Air Force Reserve",1856573818.26,057-3740
4749,0100,federal_account,"Research and Related Activities, National Science Foundation",1835210070.49,049-0100
4121,1521,federal_account,"Special Benefits, Office of Workers Compensation Program, Labor",1800060739.0,016-1521
4105,0174,federal_account,"Training and Employment Service, Employment and Training Administration, Labor",1772927774.19,016-0174
5627,0115,federal_account,"Space Operations, National Aeronautics and Space Administration",1746045807.0,080-0115
4159,1109,federal_account,"Procurement, Marine Corps",1702162041.19,017-1109
4396,4159,federal_account,"United States Mint Public Enterprise Fund, Treasury",1698369151.14,020-4159
5903,1000,federal_account,"School Improvement Programs,  Education",1697288845.25,091-1000
4171,1507,federal_account,"Weapons Procurement, Navy",1687691433.29,017-1507
5931,3125,federal_account,"Flood Control and Coastal Emergencies, Corps of Engineers, Civil",1612788217.79,096-3125
5892,0301,federal_account,"Rehabilitation Services, Education",1612522172.5,091-0301
4516,2080,federal_account,"Operation and Maintenance, Army Reserve",1610277537.27,021-2080
4047,4526,federal_account,"Working Capital Fund, Justice",1592834688.27,015-4526
4342,0932,federal_account,"Payment Where American Opportunity Credit Exceeds Liability for Tax - Recovery Act, Internal Revenue Service, Treasury",1590957064.0,020-0932
5611,8393,federal_account,"Health Care Fraud and Abuse Control Account, Health and Human Services",1573906890.34,075-8393
5068,1774,federal_account,"Northeast Corridor Grants to the National Railroad Passenger Corporation, Transportation",1569121840.0,069-1774
3472,1115,federal_account,"Wildland Fire Management, Forest Service, Agriculture",1565576541.59,012-1115
5348,1035,federal_account,"International Disaster Assistance, Funds Appropriated to the President, US Agency for International Development",1539611016.23,072-1035
4872,0108,federal_account,"Environmental Programs and Management, Environmental Protection Agency",1521122780.33,068-0108
4109,0179,federal_account,"State Unemployment Insurance and Employment Service Operations, Employment and Training Administration, Labor",1446525319.19,016-0179
5867,0102,federal_account,"Impact AID, Education",1433297193.0,091-0102
5128,8107,federal_account,"Facilities and Equipment, Airport and Airway Trust Fund, Federal Aviation Administration, Transportation",1421545693.5,069-8107
4006,0139,federal_account,"Victims Compensation Fund, General Legal Activities, Justice",1401553050.31,015-0139
6432,0562,federal_account,"Broadband Equity, Access, and Deployment Program, National Telecommunications and Information Administration,Commerce",1397572016.86,013-0562
5485,0872,federal_account,"National Heart, Lung, and Blood Institute, National Institutes of Health, Health and Human Services",1375090791.44,075-0872
4011,0322,federal_account,"Salaries and Expenses, United States Attorneys, Justice",1324079320.27,015-0322
4252,1143,federal_account,"Migration and Refugee Assistance, State",1322758833.08,019-1143
4122,1523,federal_account,"Energy Employees Occupational Illness Compensation Fund, Labor",1299418640.61,016-1523
3460,1004,federal_account,"Farm Security and Rural Investment Programs, Natural Resources Conservation Service, Agriculture",1290720545.14,012-1004
5176,0400,federal_account,"Operations and Support, United States Secret Service, Homeland Security",1286288319.72,070-0400
5583,5733,federal_account,"Risk Adjustment Program Payments, Centers for Medicare and Medicaid Services, Health and Human Services",1270064086.21,075-5733
3842,4529,federal_account,"Interior Franchise Fund, Departmental Management",1257468752.11,014-4529
5875,0202,federal_account,"Student and Administration, Education",1239496900.67,091-0202
3765,1036,federal_account,"Operation of the National Park System, National Park Service, Interior",1233927493.35,014-1036
4168,1405,federal_account,"Reserve Personnel, Navy",1231957447.87,017-1405
5798,0309,federal_account,"Defense Nuclear Nonproliferation, National Nuclear Security Administration, Energy",1215378123.06,089-0309
5444,0391,federal_account,"Indian Health Facilities, Indian Health Service, Health and Human Services",1213339224.71,075-0391
3807,2100,federal_account,"Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior",1197348737.3,014-2100
3752,0680,federal_account,"Water and Related Resources, Bureau of Reclamation, Interior",1196225814.62,014-0680
3523,2278,federal_account,"Food for Peace Title II Grants, Foreign Agricultural Service, Agriculture",1194489812.27,012-2278
4690,4539,federal_account,"Franchise Fund, Veterans Affairs",1164964316.8,036-4539
4042,1100,federal_account,"Salaries and Expenses, Drug Enforcement Administration, Justice",1157613174.93,015-1100
5349,1037,federal_account,"Economic Support Fund, Funds Appropriated to the President",1154380005.57,072-1037
4801,3020,federal_account,"Missile Procurement, Air Force",1150545834.61,057-3020
4812,3700,federal_account,"Reserve Personnel, Air Force",1145280561.31,057-3700
5572,4554,federal_account,"Service and Supply Fund, National Institutes of Health, Health and Human Services",1109631960.45,075-4554
4152,1001,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Marine Corps",1102941000.0,017-1001
3471,1106,federal_account,"National Forest System, Forest Service, Agriculture",1099759345.43,012-1106
3495,1600,federal_account,"Salaries and Expenses, Animal and Plant Health Inspection Service, Agriculture",1094796495.17,012-1600
4504,2032,federal_account,"Missile Procurement, Army",1083863854.76,021-2032
4039,1020,federal_account,"Federal Prisoner Detention, United States Marshals Service, Justice",1076119196.09,015-1020
4689,4537,federal_account,"Supply Fund, Veterans Affairs",1071823330.92,036-4537
3846,5015,federal_account,"Abandoned Mine Reclamation Fund, Office of Surface Mining Reclamation and Enforcement",1027086941.41,014-5015
5207,0542,federal_account,"Federal Protective Service, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",1005521384.94,070-0542
5801,0314,federal_account,"Naval Reactors, National Nuclear Security Administration, Energy",1000897761.0,089-0314
5472,0843,federal_account,"National Institute on Aging, National Institutes of Health, Health and Human Services",971774504.68,075-0843
5415,0142,federal_account,"Aging and Disability Services Programs, Administration for Community Living, Health and Human Services",960596501.84,075-0142
4345,0935,federal_account,"Build America Bond Payments - Recovery Act, Internal Revenue Service, Treasury",960449933.96,020-0935
5261,4236,federal_account,"National Flood Insurance Fund, Federal Emergency Management Agency, Homeland Security",953511791.65,070-4236
3760,0804,federal_account,"Surveys, Investigations and Research, U.S. Geological Survey",946547384.68,014-0804
4497,1006,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army",943772000.0,021-1006
4050,5042,federal_account,"Assets Forfeiture Fund, Justice",936017349.93,015-5042
4231,0535,federal_account,"Embassy Security, Construction, and Maintenance, State",933394873.31,019-0535
5492,0886,federal_account,"National Institute of Neurological Disorders and Stroke, National Institutes of Health, Health and Human Services",920752017.6,075-0886
4762,0100,federal_account,"Salaries and Expenses, Securities and Exchange Commission",918028278.57,050-0100
5428,0344,federal_account,"Contract Support Costs, Indian Health Service, Health and Human Services",897221917.84,075-0344
3791,1611,federal_account,"Resource Management, United States Fish and Wildlife Service, Interior",867038909.32,014-1611
5817,4045,federal_account,"Bonneville Power Administration Fund, Power Marketing Administration, Energy",851607111.71,089-4045
4899,8145,federal_account,"Hazardous Substance Superfund, Environmental Protection Agency",849628605.76,068-8145
5992,0500,federal_account,"Military Construction, Defense-Wide",848394472.31,097-0500
5434,0356,federal_account,"Ryan White HIV/AIDS Program, Health Resources and Services Administration, Health and Human Services",844241022.61,075-0356
4013,0324,federal_account,"Salaries and Expenses, United States Marshals Service, Justice",825844960.69,015-0324
5518,0943,federal_account,"CDC-Wide Activities and Program Support, Centers for Disease Control and Prevention, Health and Human Services",823842232.46,075-0943
5480,0851,federal_account,"National Institute of General Medical Sciences, National Institutes of Health, Health and Human Services",816279472.04,075-0851
5894,0400,federal_account,"Career, Technical, and Adult Education, Education",796115339.45,091-0400
3477,1140,federal_account,"Agricultural Credit Insurance Fund Program Account,  Farm Service Agency, Agriculture",788594011.65,012-1140
5490,0884,federal_account,"National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Health and Human Services",788426230.68,075-0884
3998,0128,federal_account,"Salaries and Expenses, General Legal Activities, Justice",779872616.7,015-0128
5041,1134,federal_account,"Capital Investments Grants, Federal Transit Administration, Transportation",756578088.0,069-1134
3589,5209,federal_account,"Funds for Strengthening Markets, Income, and Supply (Section 32), Agriculture",755211980.79,012-5209
4035,0700,federal_account,"Salaries and Expenses, Bureau of Alcohol, Tobacco, Firearms and Explosives, Justice",754260280.47,015-0700
5167,0112,federal_account,"Operations and Support, Management Directorate, Departmental Management, Intelligence, Situational Awareness, and Oversight, Homeland Security",754145962.66,070-0112
5223,0566,federal_account,"Operations and Support, Cybersecurity and Infrastructure Security Agency, Homeland Security",743887181.8,070-0566
4172,1508,federal_account,"Procurement of Ammunition, Navy and Marine Corps",738096779.2,017-1508
5498,0892,federal_account,"National Institute of Mental Health, National Institutes of Health, Health and Human Services",733104917.16,075-0892
3560,3700,federal_account,"Food Safety and Inspection Service, Agriculture",731660693.18,012-3700
3577,4609,federal_account,"Working Capital Fund, Agriculture",726940875.88,012-4609
5334,1000,federal_account,"Operating Expenses of the United States Agency for International Development, Funds Appropriated to the President",723786071.88,072-1000
5550,1534,federal_account,"Social Services Block Grant, Administration for Children and Families, Health and Human Services",700875320.0,075-1534
4110,0181,federal_account,"Office of Job Corps, Employment and Training Administration, Labor",698616703.58,016-0181
3486,1400,federal_account,"Salaries and Expenses, Agricultural Research Service, Agricullture",693878220.66,012-1400
3470,1105,federal_account,"State and Private Forestry, Forest Service, Agriculture",692693312.99,012-1105
6292,5700,federal_account,"Telecommunications Relay Services Fund, Federal Communications Commission",691080598.54,027-5700
4250,1126,federal_account,"Contributions to International Organizations, State",690129626.5,019-1126
4392,1884,federal_account,"Federal Reserve Bank Reimbursement Fund,  Bureau of the Fiscal Service, Treasury",682423212.64,020-1884
6294,4932,federal_account,"Defense Counterintelligence and Security Agency Working Capital Fund, Defense",673054880.75,097-4932
4479,8413,federal_account,"Assessment Funds, Office of the Comptroller of the Currency, Treasury",671140792.05,020-8413
4375,1802,federal_account,"Financial Agent Services, Bureau of the Fiscal Service, Treasury",655374526.74,020-1802
3452,0600,federal_account,"Salaries and Expenses, Farm Service Agency, Agriculture",652648714.4,012-0600
5771,0213,federal_account,"Fossil Energy and Carbon Management, Energy Programs, Energy",651033504.52,089-0213
3457,1000,federal_account,"Conservation Operations, Natural Resources Conservation Service, Agriculture",645957786.7,012-1000
3323,0040,federal_account,"United States Emergency Refugee and Migration Assistance Fund, Funds Appropriated to the President, Executive Office of the President",637717881.14,011-0040
3436,0137,federal_account,"Rental Assistance Program, Rural Housing Service, Agriculture",618534434.0,012-0137
6497,3510,federal_account,"Military Personnel, Space Force, Air Force",611920701.19,057-3510
4177,1806,federal_account,"Operation and Maintenance, Navy Reserve",600168544.46,017-1806
4283,8186,federal_account,"Foreign Service Retirement and Disability Fund, State",597503342.2,019-8186
4366,1740,federal_account,"Judgements, Court of Claims (Indefinite), Bureau of the Fiscal Service, Treasury",592281733.3,020-1740
4856,8118,federal_account,"National Railroad Retirement Investment Trust, Railroad Retirement Board",575150236.74,060-8118
3773,1109,federal_account,"Management of Lands and Resources, Bureau of Land Management, Interior",572027381.05,014-1109
4403,4560,federal_account,"Treasury Franchise Fund, Treasury",566319218.36,020-4560
5373,0100,federal_account,"Salaries and Expenses, Small Business Administration",565132484.81,073-0100
4335,0921,federal_account,"Business Systems Modernization, Internal Revenue Service, Treasury",561849804.97,020-0921
4879,0250,federal_account,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",560668170.0,068-0250
6305,0479,federal_account,"Program Offices, Management and Administration, Housing and Urban Development",557351543.36,086-0479
5876,0203,federal_account,"Safe Schools and Citizenship Education,  Education",552562703.17,091-0203
5539,1364,federal_account,"Substance Abuse Treatment, Substance Abuse and Mental Health Administration, Health and Human Services",550978623.75,075-1364
3839,4523,federal_account,"Working Capital Fund, Departmental Management",544183673.33,014-4523
4346,0936,federal_account,"U.S. Coronavirus Refundable Credits, Internal Revenue Service, Treasury",543598084.31,020-0936
4934,0500,federal_account,"Emergency Relief Program, Federal Highway Administration, Transportation",539731531.29,069-0500
5186,0413,federal_account,"Federal Assistance, Federal Emergency Management Agency, Homeland Security",537763190.15,070-0413
5548,1522,federal_account,"Contingency Fund for State Welfare Programs, Administration for Children and Families, Health and Human Services",535164894.0,075-1522
5789,0243,federal_account,"Other Defense Activities, Environmental and Other Defense Activities, Energy",532623147.51,089-0243
4314,0151,federal_account,"Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury",525000000.0,020-0151
5225,0602,federal_account,"Retired Pay, Coast Guard, Homeland Security",519963590.89,070-0602
5986,0390,federal_account,"Chemical Agents and Munitions Destruction, Defense",519758330.96,097-0390
3784,1125,federal_account,"Wildland Fire Management, Department-Wide Programs, Interior",518922544.01,014-1125
6347,1122,federal_account,"Forest Service Operations, Forest Service, Agriculture",515965156.97,012-1122
5570,4552,federal_account,"HHS Service and Supply Fund, Program Support Center, Health and Human Services",515533381.29,075-4552
3704,4421,federal_account,"First Responder Network Authority, National Telecommunications and Information Administration, Commerce",511032649.05,013-4421
4496,1005,federal_account,"Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army",510346000.0,021-1005
5235,0700,federal_account,"Operations and Support, Federal Emergency Management Agency, Homeland Security",501320426.16,070-0700
